document	label
진짜 말이필요없음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1
2시간이 길게 느껴졌다 초반에 그냥 노트북 말하고 놓지 ㅡㅡ 이런설정아니었으면 그후론 별 짜증나는건 없었는데 그냥 지루했음	0
내가 제임스딘 작품을 즐겨보아서 또 킹크회원이어서 10점준다	1
미국 대사에게 테러한 현실을 볼 때 충분히 개연성 있다.	1
10점 준사람들은 뭐지? 영화나오는 배우나 스텝분들인듯아니면 아는사람들	0
브루스 윌리스의 섹시함도 카리나의 매력도 영화가 주는 지루함 앞엔 장사 없구나.	0
엄마랑 같이봤어요..알츠하이머는 아니여도 점점 깜박하는 엄마생각이나서..본인은 얼마나 답답하셨을까하고 생각했어요...큰파도는 없어도 앨리스의 감정과 느낌을 충분히 느낄수있었어요	1
처음부터 끝까지 유쾌한 영화	1
유치하고 억지스러움....그나마 배우들이 살린 영화	0
ㅠㅠ롯데팬이라그런지 더 감동감동,,..	1
이런건 어린이tv에서 자주 해주지 않나 ㅋㅋㅋㅋㅋㅋ	0
존니 어이읍네...	0
뱀파이어 과대망상가의 화장실 낙서에 연기학원 초짜를 무더기로 보는 건 흔치 않다	0
ㅋㅋㅋㅋ 그냥웃는다 와 살다보니 이런영화도 보는구나ㅋㅋ 근데왜 청소년관람불가냐..? 뭣때문에?	0
당신은 왜 독도가 우리땅인지 설명할 수 있는가?	1
택시 칼부림씬은 영화의 백미죠. 10점찍고갑니다	1
오랜만에 본 재미난 공포영화	1
완전 잼나요 ㅠㅠ 이런 드라마 보기 힘든데 본방사수해서 시청률 팍팍 올라갔음 해요 ^^	1
성장의 아픔, 많은 것을 생각하게 하는 엔딩의 여운....	1
웃기다가 무섭다가,,,, 재밌다	1
초등학교를 배경으로한 드라마인데 성인인 내가 인생을 살아가는데깨닫고 얻는게 많았던 드라마..매편 가슴속에서 강한울림같은것이느껴져 눈시울을붉히곤했던거같다. 비록 큰조명을 받진 못했던드라마지만 나를 조금이나마 성장시킨 여러가지로 기억에남을작품이다.	1
영화를 통해 내 자신에 대해 생각을 많이 하게된 영화	1
우연찮게 보았는데 정말 이런게 명작이지 싶네요 ㅋㅋ	1
'유치한 산만함' 적중했음.	0
감동 깊게 잘 봤습니다 온 가족이 함께 즐겁게 볼 수 있는 영화입니다ㅋ	1
지금 VOD로 보고있음. 하도재미없어서 딴짓하다가 평점남김. 니콜라스케이지는 어느순간부터 B급영화마니찍는듯.그것도 형편없는 B급영화.	0
사기꾼들 그이상 이하도 아님	0
수술할정도로 아파본사람들만이 제대로 동감할수 있는영화..삶의 소중함.과 고마움...	1
Godfather Trilogy. 대부1,2,3.	1
짜고치는 고스톱에 마지막 장면 진짜 허무함.ㅡㅡ	0
기대가 큰 만큼.. 실망도 큰법인거지..	0
개와 인간사이의 이야기를 바탕으로 만든 그냥 그저 그런,,,그닥 공감하기 힘든 막장 러브스토리 ??	0
1997년에 이런 영화가 개봉했었다니!	1
무게감없어도 깊은철학없어도 가슴을 울리는 음악과 영상과 이야기와 그리고 사람들	1
가슴 먹먹한... 오랫만에 감동적인 스토리였음	1
결혼전에 있었던일로 길용우씨가 복수하는 이유를 모르겠음.아이들도 질 키웠구만	0
잉여인간이라니,, 내 얘기를 하는 건가?	1
홍금보 바보연기도 잘함 ... 영웅본색 주보의 .. ㅎㅎ	1
이렇게 화려한 더빙 배우들이 나왔지만 픽사 애니메이션과 비교하면 확 떨어지는 드림웍스 작품. 역시 애니메이션은 픽사	0
고등학교 영화 동아리에서 만들어도 이것보단 나을듯...2014년 이 아니라 1990년도 작품같아요.	0
초반에 좀 흥미롭다가 지루해지기시작하더니 나중엔 그냥돌려서봄	0
일단 너무 안웃김 이게 웃기다는 사람들은 수준이 어떤건지 모르겠네	0
평점이 왜이래.... 홍상수감독님 영화는 이해하는게 아니라고	1
권상우 송승헌 김인권 지성 꽃등심에 랍스타에 인삼에 전복까지 좋은재료들로 쓰레기를 만들었구나.배우들 연기는 나름 괜찮은데 보는 내내 개거지같은 시나리오 연출때문에 화가 다 나드라...김해곤이란 감독 담부턴 그냥 조연 단역만 하시길	0
보고 나서도 계속 생각나게 되는 드라마	1
짜증 나는 영화.한마디로 감독이 뇌가 없다	0
쫌도와줘라.열심히 해보겠다는데 그리고 이 다음번엔 좀 재밌는걸 (흥행류)시도하시길 이번껀 솔직히 당신 멋대로한거자나. 배려심이라곤 눈꼽만큼도없어.	1
개노재미. 뭔가 봤던게 많다싶어서 찾아보니 가위랑 비슷함	0
와 이걸 5점 이상 준 사람들은 뭐지. 나루토 극장판 중에 가장 쓰래기	0
매기큐땜에 봤는데....재미없음....	0
귀여우면서 상큼했던 영화	0
말 한마디로 사람하나 죽이는건 정말 잔인하지만 간단한거야... 증거도 안남고 모두가 공범이되고 ..	1
으이그 미틴.......	0
좋은 영화임에는 틀림없다	1
강철은 역시 기대를 저버리지 않습니다! 최고의 애니~~~진짜 평생 못 잊을듯...	1
마음을 다잡는 기회	1
조단테 특유의 기괴한 상상력과 유머가 돋보였던 반골을 위한 토이스토리	1
아무리 과장되고 큰 액션이라도 주인공이 아놀드라면 뭔가 진짜로 할듯한 그런 ^^..	1
썸머쏠트쓰는 가일이 안나온다.-.-;;	0
동원씨한번보려다가 으그....♡	1
정우성 말타고 총돌리는 장면땜에 만점줄란다 ㅎㅎ	1
언제까지 링 팔아먹을래? 완전 감 다 잃어버린 듯 하다	0
아... 진짜 재미없다	0
사람 울리는 벤지의 대 활약	1
2010년판인데..이 좋은작품을..얼굴 그림자 2도에 하이라이트도 없고... 화이팅여..	0
태어나서본영화중가장최악	0
황정민 클라스.. 이때부터 알아봤다. 그리고 엄정화와의 케미는 환상적이다.	1
3편은 여동생이 살인마로 나오겠네요	0
영화도 좋지만 책도 꼭 읽어보세요ㅎㅎ	1
위대한 침묵이 내면의 대화로 이끌다	1
골목상권에 들어온 대형슈퍼마켓이 생각난다	0
일본은 고양이를 이렇게 할 정도로 잔인했었습니다! 이런 장면을 보여주려고 실제 고양이를 똑같이 '일본이 한 짓 그대로' 잔인하게 죽여?? 그 장면 하나만으로 이 영화의 정당성은 '없다.' 너희들이 비난하는 그들과 똑같은 행동을 너희들이 했다	0
여러 생각을 하게 해준 다큐멘터리	1
다른건 예전 영화니까 그렇다쳐도 어떻게 일반 공구로 슈퍼맨 머리카락을 잘라서 가져가냐	0
사랑하는 여자를 위해 목숨을 거는 남자와 그를 구하기 위해 자신의 전재산을 탕진하는 남자. 간지나는 두 캐릭터의 조합이 멋진 첩보스릴러를 탄생시켰다.	1
박보영,목소리는 좋습니다.그런데 말의 톤과 행동에 조금 괴리감이 드네요.	0
아무도 관심 없네~	0
아 정말 김석훈 보는데 토나오는 줄 알았다. 연기 진짜 ㅈㄴ 못하네 진짜 개 ㅈㄴ 못하네 내가 이렇게 영화끝나고 어느 배우를 지목해서 욕하는 사람이 아닌데 겁나 못하네 진짜	0
배우 너무 늙었는데 좀 쉬게 해줘라	0
학교괴담 제목 본격 배끼기	0
헐..이거보고 뒤로 넘어가는줄 알았어요.별하나주기도 아깝네요..	0
그저그런 삼류 짱께영화아 짜장면 떙기네	0
피터팬과 함께라면 언제나 흥미진진한 모험이 기다리지! 동심 잃은 제인과 항상 아이같은 피터팬의 슬프고도 재미있는 이야기.	1
결코 끊어낼 수 없는 족쇄. 하지만 그 불가분성이 우리를 구원해준다.	1
5점은 됩니다.. 시간남아도는분들 보시길.. -_-;;	0
오다기리죠가 배우 역할 이상으로 여러 아이디어를 넣어 함께 완성한 영화	1
데스노트와 흡사한듯 하나 또다른 발상.정말 신선한 소재의 영화였다.다만 아쉬운건 이 소재를 제작비 넉넉한 투자가 가능한곳에서 제작했다면 정말 명작하나 탄생했을지도. 그렇다고 해서 이 상태가 안좋다는건 또 아니다. 다만 좀 아쉬울 뿐.	1
관심 가지려 하다가도 도망가겠다. 마이클 무어처럼 못 만드나.	0
자의식과잉은 예술가에겐 독이다 .	0
사람이 만든 영화가 아니라 마치 괴물이 만든 영화같다... 걍 밑도끝도 없이 쓰레기영화... ㄹㅇ 감독이 하드고어물하고 살인영화를 너무 많이 본것같기도 하고...	0
군대있을때 음악프로에서 본 나이뮤지스와 제대하고 다큐로볼떄의 나인뮤지스는 정말 다르구나 가슴이아프다....	1
예고편보고 극장가서 봤는데 재미없습디다..90년도	0
바이올렛 짱쎄다. 다이긴다. 그게 끝	0
별점 -가 없는게 아깝다	0
진부하지만 모두가 원하는 결말을 지을 수 밖에 없었던 듯, 후반부로 갈수록 힘이 달린다. 그러나 지금 사회생활에 지친 사람들에게는 매우 매력적이다.	1
신비로움이 가득한 영화..마지막 장면은 정말 최고!!!!	1
이 영화가 왜 평점이 높은지 모르게	0
지루하지않고심심하면시간때우기딱조은영화인듯 추천!	1
결코평점9.83짜리는 절대 아니라고 생각하기에 과감히1점줌...평점조절위원회(웃음)	0
돈때문에 사람죽일적부터 알아봤다 ..무식한영화라는걸..	0
나도조율	0
근육, 스포츠, 스테로이드. 매우 좋은 다큐영화였다.	1
날 사랑해줘서 고마워.. 이걸로 모든걸 표현할수있다	1
본래 쓰던 성우는 어디다 두고 별 시덥잖은 것들을 데려와서 애꾿은 애니를 망치는지 이해할 수 없다. 이것도 더빙이라고 한거? 본래 있던 성우 내놔. 내가 더빙해도 이것보단 낫겠다. 적어도 캐릭터 분석은 하고 할테니까. 1점이 아까움.	0
죠낸 재밌게봤는데? -_-	1
한마디로 평가해서 양키판 화산고	0
뭐냐 이 OO OO은 영화는..이걸 좋다고10점 주는 OO세끼도 있네	0
성준, 소민 연기가 너무 리얼했던 영화. 둘다 나이도 어린데 어떻게 이런 연기력을 소화하는지 ㅜㅜ	1
매력없는 한국인들한테 테러 당한 불쌍한 평점 좀 올려준다.19년 내 인생 TOP 10 안에 드는 멜로다.	1
3부까지밖에 없는게 아쉬울뿐	1
진부한 결말이 아닌 장면 장면 마다의 여운과 메세지. 그것이 영화가 말하고자 하는바	1
죄다 댓글보니 10점주네	1
어릴땐 드류가 이쁜줄 몰랐는데 보는눈이 길러지니 드류가 엄청 이쁜거엿구나	1
왠일...어떻게 이런 스토리로 영화라고 만듭니까...정말 다큐멘터리식인데 그보다 더 못해요...;;	0
전문가 수준 평점이 맞다	0
전체적으로 무슨 비디오용 영화같다. 그 결합된 남녀의 성기, 아주 리얼하고 웃겼어.	0
상당히 여운이 남는 스산한 고요함. 조용히 파고드는 여운.	1
만들면서 되게 귀찮았나봐?	0
평점에속지마시길시간낭비 돈낭비임	0
헤르미온느 진짜 넘 이쁨	1
재미를 느낄 수 있다면 싸이코다..--;	0
어줍잖게 예술가의 고뇌 인양 포장해서 입생로랑에 대해 사기치지마라 지루한 영화는 참을수 있지만 겉멋만 잔득 들어가고 내실은 텅비었으면서 예술인척 하는게 더 봐주기 짜증난다. 올드함과 진부함 그리고 건질것 하나도 없는 대사들의 향연	0
웃기고 재밌던데융	1
전부터스토리가마음에들어서보고싶었다.죽음의앞에놓인노인들이인도에서삶의마무리하고사랑을찾는..예상대로영화는메세지를남기고인도를더사랑하게해주었다.그러나감정을다루어야감동이나오는영화임에도불구하고영화는가장중요한것을놓쳤다.그래도나에게는삶에대해다시한번생각해본좋은영화였다!	1
감독님, 이런 영화 만들어 주셔서 감사합니다. 보고나서 정말 멍- 하다. 부숴진 현실을 소녀의 시선으로 바라보며 이야기 한다. 신선하고 좋은 영화다.	1
시즌2 빨리 시작해 주세요! 현기증 난단 말이예요!	1
왜이리 유치하냐 각본을 누가쓴건지 참 궁금한 영화다 그래도 킬러아저씨가 제일 웃겼다	0
교훈도 재미도 의미도 생각도 없는 그저 허무맹랑한 영화 내아까운 150p 돌려줘라 ㅡㅡ	0
사람잡아 염전에 멍청구리에 파는 전라도 섬노예 풍습은 사라져야한다 이러니 혐오하지	1
이걸 정말 몇번째 보는건지 진짜 이쁘고 재밌어요	1
1. 누구나 느끼겠지만 대역으로 인한 불편함, 2. 기자 양반이 약초에 대해 알아보더니 그 이후로 한 컷도 출연하지 않음, 3. 그저 자극성을 위해 그다지 필요없는 기자와 연화의 베드신 삽입 (없었어도 내용 전개에는 전혀 무리 없음)	0
수치스럽다 발전이 안된다 한늠들 니들이 만들어봐라 얼마나 잘만드나 보자 'ㅅ'	1
산만하여 집중이 안된다.	0
어린시절. 주윤발의 정전자와 함께 본거 또 보고 또보고 또봐도 재밌었던...ㅋㅋ	1
???? 뭐지 그다지 공감도 안되고...세상엔 저렇게 사는 사람이 많지는 않지.	0
유역비 너무 잘 걸음..	0
영국코미디는 정말 최악인것 같다	0
원래 일본영화는 잘 안보는데 괜히봤다.. 남주인공이 전나 팅기더니 꼴좋게되었음;;	0
내용이 퇴폐적인 사랑인가요!?	0
영화자체는 재미없음. 그런데 위에님 말대로 이영화 개봉당시 이혜은 촉망받던 배우 맞음. 이영화 찍을려고 일부러 엄청 살찌웠음. 이영화 때문에 이혜은 인생 죠졌음.	0
잘 만든 영화. 노출 마케팅이 문제였네..	1
이 영화. 가볍게 볼게 아니었네. 보고나서 등장하지 않는 키리시마를 뒤집어보니 알겠다. 어지럽게 물결에 출렁이듯 우리는 무엇을 위해 살며 오늘을 위해 사는 것을 이토록 혼란스러워 했다니. 이렇게 잔잔한 물결아 나에게 충격을 안겨주다니.	1
재즈. 담배. 고독 .과거 . 총. 사냥꾼 그리고 우주 space 이 7개로 표현할수있달까나 you're gonna carry that weight	1
피나바우쉬의 현대무용과 무용가들의 아름다운 신체의 울림이 완벽한 3D로 구현된 영화.아바타 보다도 더욱 공간감을 느낄 수 있는 의외의 시각적 충격만으로도 무용을 잘모르는 이도 만족시킬 수 있는 볼만한 영화.	1
79년이다 어린놈들아. 니들이 정자로도 존재하기전 영화다. 무릎꿇고봐라.	1
아비리비리리비리리비리리ㅂ리리ㅂ리리ㅂ리리ㅂ리릴 아하! 아하! 발리우드	0
우리는 밥을 먹고 잠을 자고 TV를 본다.	1
전율이,,, 와 정말 꼭보세요 두번 보세요	1
본지 몇 년 지난 영화라 스토리가 가물거리지만 '쩔었다'는 강렬한 인상은 아직도.	1
개 재밌었는데... 평점이 하자네	1
멍청한 대중을 위한 중딩용 영화, '악령의 오두막' 같은 쓰레기영화도 끝까지 참고 보는 나지만 중간에 보기를 포기한 영화	0
평론가의 평점이 왜이리 높은지... 후반부 땡중의 목욕씬은 왜이리 긴지....	0
스토리는 이류, 배우 네임 밸류는 일류, 그리고 전체적 영화는 이류,. 데미 무어를 기대하고 보는 사람은 삼심대 처럼 보이는 데미무어의 주름살만 볼 것이다. 얼굴 주름살이다. 그 이외의 노출은 없으니 기대하고 찾아 보는 일은 없도록...	0
처음에는 남주의 매력을 못느낌 저사람이 주인공인가...?하고 근데 영화를 다보고 나서는 매튜굿을 검색하는 자신을 보게 될거임	1
중년 아저씨들의 일탈을 그리지만, 별로 재밌지 않고 기억에 남는 것도 하나도 없다.	0
카펜터옹, 중국 영화에 심취하더니 괴작 만드셨네.	0
서동요 백제무왕의 숨겨졌던 이야기! 조현재군과 이보영양의 환상의 호흡!!	1
재밌어요 .지루하지도 않고	1
넘조아여 잼썻는데 벌써끝나다니ㅜㅜ	1
최고의 여운이 남는 최고의 최고.	1
너무 재미없어 기억도 나지 않는다	0
이걸 클레멘타인하고 비교하는 애들은 뭐임? ㅋ	1
7.59 미쳤나... 왜케 높아	0
어릴적에 참 재밌게 봤고 지금 봐도 재밌다.	1
맹모씨를 부탁해로 바뀐 후로는 안봅니다!!!	0
2.2만들겟다 크하하하	0
저희 아버님은 당신의 아버지 얼굴을 모릅니다. 할머님이 아버지를 임신해 있을 때 저렇게 할아버지께선 젊디 젊으신 나이에 무참히 총살당하셨습니다. 일베충이 뭔지 저는 모릅니다. 하지만 알지도 못하면서 4.3 피해자의 가슴에 못을 박지는 말아 주세요.	1
원작을 개작해 한계 노출. 배우들은 애썼다.	0
여명의 눈동자 서울의 달 모래시계...	1
시청자 기만하는 프로그램	0
인스피릿으로서 그들을 더 알게되는 계기같은 영화네요.!!	1
불륜,배신,복수 이런거 없이도 괜찮았던 드라마^ ^	1
이런게 말이 필요없는 명작이다...	1
그냥 보면서 피식. 뭔가따듯해서좋앗음	1
진짜재미없어..민달팽이가젤재미떠라	0
오늘도 대학로에서 방송국에서 열심히 기회를 찾는 분들, 힘내시길!	1
Not good !	0
무언가를 생각하게 만들어준 영화	1
지금 이런 명작을 보다니 정우성너무 연기잘한다진짜 소름끼치는 연기는 정말오랜만이네 한지민씨 정말 찾아가서싸인 받고싶을정도로 사랑하구요 너무 작품잘봤습니다 재방같응거 없나요 ㅜㅜ	1
이런부류의 영화 잘 보지도않고 좋아하지도 않는데 정말 최근에본 영화중에 최고네요	1
재밌어요!!! 개인적으로 완전 재미있엇어요!	1
그냥 저냥	0
1,2 너무재밌서서사서집에서도봤다	1
꼭 만화책으로 보세요 하여간 영화화시키는건 다 재미가없다	0
영화는 기대 이하고.. 책이나 국내서 제대로 완결까지 내주길..	0
이런 sf영화가 너무 좋다	1
한 마디로 대단한 영화. 명배우에 명작의 조화가 잘 이루어짐.	1
특수효과를 잘 활용한 센스가 돋보인다	1
추억의 영화!	1
이거재미있었고시즌1보다짱!	1
잭 블랙과 포의 궁합이 너무 잘맞는다. 재밌어서 두 번 봤다. ㅠㅠ	1
그나마 천상의 피조물은 소재는 참신하고 좋다만,, 뭔 놈의 개같은 CG,, 파워레인저CG보다 못하냐,,,	0
주드로의 매력에 빠진 아주 매력적인 영화 -	1
진찌별주기가아깝ㅡㅡ 모야진짜 계속질질끌고ㅜ내용도최고막장ㅡㅡ얼른끋내고 새로운드라마로 다시시작해주삼ㅜ보기시르다	0
여자평점 예술이네...어떻게 이딴 영화가 9점이냐?그닥 잘생긴 남자배우도 안나왔는데...그럼 다 알바새퀴들인가?	0
숨어있는 명작,,,북한의 실상을 잘 보여주는 눈물나는 영화!!	1
큐브1에서 멈췄어야 했다.	0
액션지겹다 졸리는 성깔 드럽게나오네 닥쳐잘함 ㅠ	0
화려한 캐스팅에 OOO 전개, 소장가치도 없음 (연출은 인정), 점수 높게 주는 분들은 영화보는 눈이 없는 듯 ㅉㅉ	0
잼나요..꼬 보세요	1
데이빗 넘 멋지다는	1
재밌게 봤던 영화ㅋ	1
브레이브 하트에 근접한 중세영화	1
GTA 학교판. 시원하게 쏴죽이네염.. -_-;	1
이 영화 최고 배우는 그 누구도 아닌 깊은 인상의 짭준기다	1
마지막에어떻게되는건지모르겠음마지막이영화앞부분에비해허무함	0
포레스트 검프에 이은 명장. 별 다섯개	1
2013번째 그냥최배달선생님이생각나서10점	1
너무 뻔한 이야기라서 무언가 다른 것을 기대했지만...	0
역사이나.. 알차지 못하네용	0
One Summer Night~~	1
지브리 영화 중 제일 설레는 영화. 몇번씩 돌려서 보는 영화가 아니라 너무 좋아서 아끼고 아껴서 보는 영화임.	1
정말 인상적인 영화입니다 강추강추!	1
랄프 파인즈 나와서 좋은거 빼고는 잉글리쉬 페이션트아류작 같아서 실망	0
나름 감동적인 실화 바탕의 복싱 소재 영화인데 제대로 못 살린 듯. 영화의 재미는 별로. 특히나 크리스찬 베일이 찌질이 형으로 나와서 안타까움.	0
정말 재밌었던....	1
쉬리 또까네	1
해피 사이언스라는 사이비 종교의 총재가.....쓴 소설이 원작이라는듯...........부처까지는 그런가보다했다......외계인을 부르는 법.....병맛이 이런거구나했다.	0
러브레터에 이어서 명작이죠 이 두가지 영화는 정말 아릅답습니다.	1
동심이살아나는?기분ㅋㅋㅋ	1
20대라면 꼭봐야될 영화	1
조승우씨 연기정말잘하네요 ㅜㅜ 처음볼땐 좀어렸지만 나이먹어서 다시보니 더감동적이더군요..이분 실제인물도 인간극장에서도 나오던것같던데..	1
배우팝스타 재미도없음 설날 특집때 뭐 재미도없이했음?	0
굿굿 재밌네요. 1점 주는 사람들은 진짜 ....	1
전쟁영화보다 잔건 이영화가 처음임....	0
클론에게 심어진 인공적인 기억이 잔잔하게 가슴을 후벼파는영화... 진짜 기억이 아니라 조작된 기억을 믿고 살아오다가 그것이 조작이었음을 알게 된 가짜 샘벨이 느끼는 공허함이 무엇보다도 와닿았던 영화	1
존나 개그물임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1
신애가 벗었으면 8점은 줬을텐데...머니 이게;;	0
강아지....	1
밤세계를 사실적으로 그린영화네요 명작입니다	1
잔잔한 속삭임으로 전율을 느꼈어요! 추천합니다!	1
9점이 맞다 명작	1
아 .. 내 캐쉬 .. 아 놔	0
재미있게봤습니다ㅎㅎ	1
너무 하네 영화가 진짜 ㅋㅋㅋㅋ3류영화 보다 더 못한 4류영화	0
오오 ...재밌겠다 ..선평점후감상	1
이런영화가 개봉하는게 신기할 따름인 일본..	0
..........할 말이 없군요.	0
구라씨 또 입으로 똥싸시네	0
삘한번 제대로받은 에로물.내용적으론,재떨이부인의사랑에서,한치도 나아진것이 없다.	0
송강호북치다 전효정의 염력에의해사망!	0
잘만든 섬세한 태엽 판타지.독자적인 세계관과 모방이 보이지 않는 캐릭터가 매력적이다.성인용 애니임에도 홍보가 부족했네.아이들이 보기에는 어려울 듯하다.	1
이런종류의 영화 매니아가 아니면 계속 보는게 힘들것..	0
제점수는요 1점입니더	0
녹슬지 않은 플림턴식 상상력, 다시 보니 반갑소~~~	1
모든 것은 부세미의 혀에 달려 있다. 페이소스를 아는 배우	1
말그대로 친일그자체 맥아더는훌륭하신데 영화만든감독이 엿임	0
예상가능한 결말을 떠나 전반적으로 지루하지않고 재밌었으며 인상깊었음 좋아하는 영화중 하나	1
보는 내내 짜증나는 영화	0
밝혀지긴 하나요. 정말 짜증납니다. 무한 반복느낌. 거기다 예고편 없애기까지. 유일하게 보는 드라마땜에 스트레스 ㅠㅠㅠ	0
엔딩이 짠해지더군요	1
시작하기 전부터 굿닥터를 기대하고있었는데 점점더 재미잇던거 같았어요..19회때 배우분들의 분장과 연기가 재미있었어요...해피엔딩이라 행복했습니다배우분들 파이팅! 굿닥터 화이팅!	1
내용도 엉성하고 스토리도 엉망 유사라는 그냥 간판용	0
와..진짜 손예진,김갑수 연기력 개 소름 돋는다..	1
꼭 평론가 때문이 아니라 이 영화자체가 3류다. 걸데 바퀴벌레들 진짜 짜증나네 평점조절 들어간다.	0
연우진 좋아서 보는데 진심 서미도 진짜 개갈대 예고보니까 지 맘이 또 이상하대 진심 또라이 신세경 연기 존나못함 완벽 미스캐스팅 신세경 주연드라마 다 시청률바닥 패션왕때도 연기 ㅅㅂ이던데 남사도 이러네 신세경때문에 별로인드라마 연기력논란은 왜안뜸?!!	0
이 영화보자고 했다가 끝난 후 '외톨이'됐음다! 제목 쥑이네!	0
봉만대씨가 정말 명감독이라는 걸 느꼈다.	0
가이가 너무 멋있다..	1
평점이 너무 높다. 전혀 재미있지 않았다. 쓸데없이 말만 많음. 이런 류의 영화는 조연들의 뒷받침이 중요한데 조연들의 내용자체가 전혀 없음. 또한 여배우도 별로 매력 없었다. 이틀전에 저스트고위드잇의 애니스톤을 보고 이 영화를 봐서 그런가. 실망했음	0
다른영화 상대적 9점은 넘어야할 영화.	1
하녀와 돈의 맛은 섹스로 이뤄지는 폭력이 없더라도 수작 중에 수작이라 생각한다. 평점은 7~8점이 적당하다고 생각한다!	1
처음엔 재미있었는데 뒤로갈수록 식상해지더라.여주인공은 캐스팅잘한듯.	1
역사를 잊은 민족에겐 미래는 없다정말 맘에 와닫는 얘기이고 역사를 잊은 민족에겐 미래는 없다라는 말이 꼭 맞은거 같아요...	1
명작들을 따라하려고 한것은 많이 보이나 그게 단지 따라하는 걸로밖에 안보일 정도로 허술하다 이 영화만의 무엇이 없다 감독으로서는 영 아닌듯	0
변함없는 모습에.. 감사해하다.	0
이거 롯데시네마가 왜 단독으로 개봉한지 그 속내는 알수 없지만 .. 한국 비보이들의 저력을 느낄 수 있었다. 애국가가 나오는 것은 외국 영화에서 보기 힘든데. 이 영화 단독개봉은 좀 그렇다. 많이 알려졌으면 하다	1
미안허다. 대학생때 극장에서 보다가 잤다.	0
정신병과 쾌락 사이 그 어딘가의 이야기. 보기 힘든데 볼만한 영화는 처음본다.	1
식상한 소재가 진부하게 전개되는군	0
화려하기'만' 한 영화.	0
초중반까진 매우 지루하지만 막판에 참 통쾌했다. 권선징악 뻔한 스토리라도 너무 통쾌해서 영화 끝난 후 기분이 삼삼했음. 고로 9점!!	1
추억팔이는 자제하자.	0
왜 이런걸 만들었는지 이해할 수 없는... 몰락한 구스 반 산트	0
너무나도 따뜻한 영화~!	1
ㅋ재밌음 뭐 그냥 볼만한감?	1
볼수록 울화통만 터진다	0
오랜만에 시간이 나서 봤는데 재미 있었어요	1
이 영화 생각하면 그 노래가 생각난다. 오래전 영화관에서 봤지만 아직도 좋았던 기억으로 남아있는 영화	1
총집편이라 노잼총집편이라 노잼인데	0
보고나면 두통이 이는 영화. 후까시는 적당히 잡아라	0
맥빠진 농담.	0
그만하세요 여자이기전에 아내이기전에 엄마에요 애써 가정을 지키려는 사람한테 남의가정 깨고 기자분들은 좋은꼴 당할줄 아십니까	0
이게 왜 미스터리지 지루해	0
동갑내기에 이어 이것도 알바생이...	0
진짜....역대 최고의 영화였다	0
아픔은 성장이라는 선물을 줍니다. 별점 테러 집단도 부디 성장하시길.	1
똥멍청이들의 노답 스토리ㅋㅋ	0
90년대 향수를 불러일으키는 배경도 재밌었고 잡다한 샛길로 새지 않고 확실히 음모론에 초점을 맞춘 스릴전개도 만족스러웠음.	1
가을에 어울리는 드라마	1
납득이 가는 연출을 해라... 개연성 시망.. 살릴생각은 안하고 구경만하냐?	0
깔끔하고 아오이가 우리나라 이준기랑 무엇보다 아오이가 나와서 최고 !!	1
한낮에 슈퍼액션보면서 펑펑우네요...이런 좋은영화가 있는지 왜 이제 알았을까요...	1
융통성 없는 신조는 줄곧 일본이 부르짖는 제국주의의 일면이며, 그것이 영화에 조용히 비춰지는게 내심 불편하다,, 물론 연출은 훌륭한 영화	0
중국영화 ㄷㄷㄷㄷㄷㄷ 액션은 역시 헐리우드급	1
진짜 너무하다..주온보다 안무섭다..벨소리 하나는 인정해주지	0
브레이브하트와 견줄만한	1
자막없이 보았지만 한때춤을추던 나에게는 더없이 특별한 영화였다.	1
오늘 봤는데 말이 안된다고 생각하면서도 실제로 비슷한일 터지면 저래될거 같아는게 소오름... 그나저나 영화 대통령은 정상인인데 우리나라 현실 대통령들이 과연 저럴 수 있을까...ㅋㅋㅋ	0
헤롱헤롱 술처먹구 영화만드나? 어쩜이리도 징글맞게 한결같은지..	0
최고중의 최고 입니다.!! 조선의 마지막...	1
10점 매기겠음..이것은 살찐 제임스 스페이더로 인한 충격의 강도.	1
이야기를 복잡하게 만든다고 영화 잘 만드는게 아닌데 전개도 이상하고 긴장감도 없고...배우들이 아깝네	0
이건 머야??너무하자나...	0
영화관에서 볼껄...	1
아이들 참여도 많고 푹빠져서 보았어요 . 감동도 있고 눈물이 핑돌기도 햇어요 .	1
고현정은 대추나무사랑걸렸네 이때가 최고었음	0
거의 10년전에 봤던영화 다시찾느라 몇년 걸렸다 명작~	1
영화시간이짧다햇는데 그시간에다보여주려니 정신없음 전개도부실. 근데진짜짜증나고 열받는건 너무현실속이야기라서.	0
씨네큐브에서 본 영화중에 최악.	0
왕가위 영화 감독 보는듯한 느낌	1
마틴헨더슨에 빠졌어요	1
지루함과 단조로움의 미학	0
내용도 보통이고 액션도 보통이고.. 여주인공이 일단 이쁘진않아;	0
